RegionID,RegionName,State,name,Geography,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
938,Citrus County,FL,Florida,"Citrus County, Florida",Homosassa Springs,12,17,425,115900,115800,115400,114900,114300,113900,113600,113500,113700,114000,114000,113600,113200,112800,112600,112500,112700,113000,113200,113400,113500,113800,114000,113900,113800,113800,114000,114400,114800,115300,115900,116400,117200,118300,119500,120900,122600,124500,126600,128600,130400,131700,132500,132500,131900,131000,130000,129100,128500,128300,128200,128200,128400,128700,129100,129700,130600,131600,132800,133800,135000,136200,137500,139000,140500,142100,143700,145400,147300,149300,151200,152900,154200,155100,155900,156700,157400,158100,158900,159800,160400,160500,160500,161000,161900,163100,164500,165800,167100,168500,170200,172400,175100,178100,181300,184500,187500,190400,193500,196700,200200,203900,207800,211900,216500,221500,226800,232400,238400,244500,250700,257100,263700,270400,276900,282800,287700,291600,294500,296900,299000,300900,302700,304300,305400,306100,306400,306200,306100,306400,306700,306900,306800,306100,304800,302800,300000,296600,293200,289300,285200,281200,277100,273100,269700,266500,263600,261000,258100,255100,252200,249200,246400,243900,241300,238600,236100,233500,231300,229900,228500,226800,225100,223800,222500,222200,222700,221900,218900,216200,213400,210000,206900,204100,201500,200500,199600,197000,194200,192300,191100,190500,189200,187100,185500,184700,183900,182400,181100,180700,180300,179400,178500,177600,175900,174300,173600,173500,173400,172800,172200,171300,170600,171100,172300,173400,175300,177300,178500,178900,179700,180500,180900,180600,180600,180600,180100,179500,179700,180600,181200,181500,181800,182500,183800,185300,187300,189800,192200,193400,194600,196300,198100,199600,201000,202300,203300,204900,206400,207700,209500,211400,213100,214800,216300,217600,218900,220400,222600,224900,226400,227400,228600,230300,231900,233200,234400,236200,238300,240200,241600,243400,245600,248000,250200,252200,253500,254900,256500,257900,258500,259000,259700
78,Lee County,AL,Alabama,"Lee County, Alabama",Auburn-Opelika,1,81,426,155800,155700,155300,154800,154300,153700,153100,152600,152200,151800,151300,150600,149900,149300,148800,148300,148000,147800,147800,148000,148700,149800,151300,152900,155000,157300,159700,162100,164300,166300,168000,169400,170800,172000,172900,173600,174100,174300,174300,174100,174000,173900,173900,174100,174500,175200,175900,176400,177000,177600,178300,179000,179900,180800,182000,183200,184700,186300,188000,189600,191100,192300,193300,194100,194800,195500,196400,197300,198500,199900,201400,203000,204600,205900,207200,208300,209600,210800,212200,213800,215600,217100,217900,218300,218300,218500,219000,219900,221100,222400,223700,224700,225100,225100,224600,223900,223700,224200,225500,227400,229600,231800,234000,236200,238500,241300,244900,249500,254800,259900,264200,267500,269800,271400,272600,273600,274500,275100,275200,275400,275800,276400,277600,279600,282400,285500,288500,291100,293100,294100,294100,293400,292400,290900,289500,288700,288300,288000,287600,287500,287900,289000,290900,294000,297300,299200,299300,298300,296400,294300,292200,290500,289000,287700,286100,284800,283600,281800,279400,277500,276000,274700,273100,271800,270400,269600,270100,268600,264900,263300,264300,264500,263600,263200,263600,263600,263300,263200,262500,262000,262400,263300,264200,264900,265600,265900,266000,265800,265200,264300,263100,262100,261500,261500,261400,260900,260400,259900,259200,258400,257600,257100,257000,257200,257400,257700,258100,258100,257800,257600,257900,258500,259700,260800,261500,262400,264100,264700,263600,262700,263200,264300,265600,266800,267800,268600,269100,269500,270400,271000,272100,274200,276200,277400,278200,278600,279200,280100,281100,282800,283300,281900,280800,281300,281400,281400,281600,283300,286000,288200,289100,290600,292800,295500,297700,298800,299300,299400,299700,300100,300300,301300,304600,307900,309000,309100,308600,310300,313800,316800,318500,320900,322400
1782,Houston County,GA,Georgia,"Houston County, Georgia",Warner Robins,13,153,427,89000,89600,90300,91000,91700,92500,93300,94200,95300,96600,98000,99300,100400,101200,101700,102100,102300,102400,102400,102500,102700,103200,103800,104400,105100,105900,107000,108500,110200,112000,113700,115200,116400,117200,117900,118100,117900,117600,117100,116500,115800,114900,113700,112100,110200,108300,106700,105300,104300,103900,104100,104800,106100,107700,109400,111100,112900,114600,116100,117300,118000,118500,118900,119300,119800,120300,121000,121600,122500,123600,125100,126700,128000,128900,129600,130100,130700,131500,132700,134600,137400,140400,143000,145700,148500,151300,153500,154600,154700,154200,153700,153200,152300,150800,149500,148900,149100,150000,151300,153000,154900,156900,158900,160600,162100,163200,163800,163700,163500,163400,163900,165000,166700,168500,170100,171600,172800,174100,175300,176600,178200,179800,181600,183700,185800,187900,189600,190400,190300,189700,189100,189300,190200,191300,192000,192400,192500,192600,192800,193400,194700,196700,198900,201000,202500,202700,201800,200400,198700,196900,195200,193700,192500,192100,191900,192200,192500,192200,191000,189500,187900,186500,185500,184800,184700,184400,185200,184200,181500,179900,180400,180800,181600,182200,182500,183200,184200,184700,184500,184200,184100,184300,184800,185500,185700,185700,185700,185900,185400,184500,184300,184500,184500,184000,183100,182100,182000,182700,183200,182800,182200,182100,181500,180700,180300,180500,180600,181300,182200,182800,183600,184600,185700,186500,186800,187000,187800,188600,189100,189700,190200,190100,189500,188700,188500,188500,188700,189500,190900,192300,193400,193900,193600,193100,192800,192600,193100,193900,194200,194500,195300,196100,196700,197500,198200,198900,199500,200200,201000,201600,202500,203500,204400,205100,205300,205400,205400,205500,205800,206200,206200,207200,209800,212900,214400,215000,215500,216100,216000,216300,217500,218600,219100
1805,Jackson County,MS,Mississippi,"Jackson County, Mississippi",Gulfport-Biloxi-Pascagoula,28,59,428,128400,128900,129300,129700,130100,130500,130800,131000,131300,131500,131600,131800,132000,132200,132500,132800,133100,133200,132900,132200,130900,129100,127100,125000,122900,121100,119700,118600,117800,117300,117100,117100,117300,117600,118000,118500,119000,119400,119900,120500,120900,121300,121600,121800,122000,122200,122300,122200,122000,121600,120900,120000,119100,118200,117700,117500,117800,118500,119600,120700,121800,122800,123700,124500,125200,125800,126100,126300,126500,126400,126200,125900,125700,125500,125600,126000,126500,127000,127500,127900,128100,128400,128900,129500,129900,130300,130600,130800,131100,131400,131700,132200,132700,133000,133200,133300,133400,133700,134200,134900,136000,137500,139400,141400,143400,145100,146700,148300,150300,152600,155100,157400,159200,160600,161600,162500,163700,165400,167600,170200,172800,174600,175400,175400,174900,174600,174700,175300,176000,176600,177100,177800,178900,179900,180800,182000,183200,184400,185500,185900,185500,184300,182500,180700,179000,177100,175500,175500,177000,179300,181700,184000,186200,188100,189600,191400,193300,195000,196000,195900,194500,192000,189000,186400,183900,182300,182200,181300,178600,177200,177500,178900,181700,184900,186300,186900,187500,188800,189300,189400,189100,189000,189000,187100,182500,177000,172500,169700,168600,167400,166000,164900,165200,165400,164900,163900,163300,163400,164200,163700,162100,160400,158900,158200,158000,157800,157700,157600,157500,157500,158600,159900,161700,163300,164900,165700,166600,166500,165900,166500,168400,169800,170400,170600,170500,170500,171000,171800,172200,171800,171100,171300,172400,173700,174700,176000,177200,178000,178400,178800,178700,178200,177800,178400,179600,180900,181400,181100,180800,180700,180700,181000,180900,180500,180300,180900,182200,183100,183400,184400,185400,186700,188700,190400,192700,197100,202100,202900,200200,199000,201400,204700,207200
1821,Johnson County,IN,Indiana,"Johnson County, Indiana",Indianapolis-Carmel-Anderson,18,81,429,159300,159300,159300,159300,159200,159100,159100,159200,159500,160100,160800,161700,162900,164200,165700,167300,168800,170000,170900,171500,171600,171400,171100,170600,169900,169200,168400,167600,166900,166400,166000,165600,165300,165100,164900,164900,165000,165200,165600,166300,167400,168600,170100,171500,172900,174100,175200,176100,176900,177500,178000,178300,178500,178800,179100,179600,180300,181100,182100,183100,184100,185100,186100,186900,187700,188300,188800,189200,189500,189700,189800,190100,190400,190800,191300,191700,192000,192300,192500,192700,192800,192700,192500,192400,192400,192700,193300,194200,195400,196700,198000,199200,200200,201100,201600,201700,201300,200600,199600,198700,197800,197200,196800,196600,196700,197000,197600,198300,199100,199800,200400,200400,199900,199100,198300,197500,197100,196800,196900,197200,197500,197800,198200,198600,198900,199100,199300,199400,199600,199600,199700,199800,199600,199600,199800,200200,200700,201300,201900,202500,202700,202600,202400,201900,201200,200200,199500,198700,198100,197500,197200,196900,196700,196400,196300,196000,195300,194300,193700,193400,193300,193400,193700,193800,194000,194300,194400,195100,196400,197100,197300,197800,198200,198300,198200,197900,197300,196700,196200,195300,194800,195400,195600,194500,194000,194300,194600,194500,194500,194600,194000,194200,195400,196800,197600,199200,200600,200600,199800,199800,200200,200700,201400,202200,202700,203100,203600,203400,203200,203300,203900,204800,205900,206900,207800,208200,209100,210900,212700,214000,215400,216300,217200,218200,219400,220400,221200,221100,219900,218300,217300,216900,216800,216600,216900,217700,218900,220200,222000,224200,225800,226700,227900,229600,231000,232100,233000,234400,236100,237500,238200,239100,239900,239700,240500,242000,242300,243900,245900,245000,241700,241500,244300,248300,250700,253100,255600,258000,260000,262700,266100,269800,272900
2368,Kootenai County,ID,Idaho,"Kootenai County, Idaho",Coeur d'Alene,16,55,430,138500,137800,137400,137400,137800,138700,140100,142100,144400,146900,150000,153400,157200,161100,164900,168700,172500,176400,180900,186400,193000,200300,208200,216100,223400,229600,235000,239300,242700,245200,247300,248900,250000,250600,251300,251800,252100,252200,252300,252300,252300,252300,252300,252200,251800,251300,251000,251000,251100,251300,251600,251700,251400,250700,249800,248800,247700,246700,246000,245400,245000,244900,245300,246000,246800,247600,248400,249200,249700,250000,250100,250100,250100,250200,250600,251500,252600,253900,255300,256800,257900,258100,257300,256100,254600,253100,251000,248600,246400,244600,243000,241900,242000,243800,247300,251200,254600,257400,259800,262200,265300,269700,275400,281500,287400,293000,298700,305800,314500,324600,335800,347200,357300,364900,370200,374100,378000,381900,386200,391600,398100,404900,412000,419400,426800,433500,439000,443100,446000,447200,447300,447200,447000,445700,444700,443900,443300,442900,443700,446300,451400,456500,461000,464100,464600,461200,457200,453100,448500,442500,435800,428900,423800,419200,415700,412800,409700,404800,400000,394600,387900,379400,370600,363100,356700,352900,355100,356400,351300,345800,344300,344400,345800,353000,365500,374400,377900,383700,378900,365600,360800,365200,362000,357800,356700,354200,346900,344400,342700,336400,330800,331200,330700,330200,332500,334700,334000,335600,341300,345200,344500,341200,337800,335600,335900,336000,336600,337400,338600,339500,339100,338100,340300,343700,347200,351600,355400,356700,357400,358000,358100,355300,350300,346200,345500,346800,349800,352700,354900,356200,357800,360200,364600,369600,374200,377600,381000,384600,388900,393300,396800,398600,400700,403100,405200,406000,406900,409000,413000,416100,419400,423900,428000,431400,436600,440500,441600,442400,444200,444800,444400,448100,457500,468500,476200,481700,486400,491200,495400,498500,501500,506200,511700
701,Rowan County,NC,North Carolina,"Rowan County, North Carolina",Charlotte-Concord-Gastonia,37,159,431,85400,86000,86700,87400,88000,88600,89000,89400,89900,90400,91100,91700,92600,93600,94800,96200,97800,99500,101500,103800,106700,109800,112700,115200,117100,118300,119000,119400,119800,120400,121500,122800,124400,126200,127700,129200,130600,131700,132700,133600,134300,134800,135300,135800,136400,137300,138400,139700,141200,143000,144800,146700,148400,149900,151200,152300,153100,153800,154400,155000,155700,156500,157400,158400,159200,159900,160500,161000,161300,161600,161800,162000,162000,162000,161700,161200,160500,159700,159000,158200,157500,157200,157300,157700,158300,159100,160100,161400,162900,164700,166700,168800,170900,173100,175200,177100,178700,179800,180500,180700,180600,180200,179700,179300,178800,178300,177600,176500,175400,174600,174100,174300,175200,176300,177600,178900,180100,181100,182000,182800,183800,184900,185900,187200,188700,190100,191600,193000,194100,195300,196300,196800,197600,198600,199700,201300,203100,204700,205900,206700,206600,206600,207000,207800,209300,210800,211300,210800,209700,208200,207000,205800,204400,203600,203100,202400,201500,200400,198800,198000,197800,197900,198300,198800,198500,197000,197000,197600,196400,195300,196200,195800,193500,191200,188500,186300,187300,186900,184000,181900,181000,179500,178800,178700,179000,179400,179500,179100,178100,177500,177000,176500,176300,176400,176500,177000,177700,178000,178400,178500,177700,177500,177900,178000,178200,179000,178400,176500,175200,174600,174200,174700,176600,179600,182200,184000,185400,186400,186900,188000,189000,190300,191900,193500,194100,194500,194800,195100,195800,196500,196500,196400,196900,197100,197900,199200,200200,200300,200900,201500,201000,200000,199900,201100,202700,203400,203200,202600,202000,202500,203900,206000,208300,210600,212800,215700,217600,218500,218300,217200,216600,218100,220500,222200,224200,226700,228300,228700,229100,230900,235000,239700,242100
446,Clark County,OH,Ohio,"Clark County, Ohio",Springfield,39,23,432,108100,108900,109900,111100,112300,113500,114600,115400,116000,116400,116600,116500,116400,116200,116200,116400,116800,117400,118200,119000,119900,120900,121900,123000,124100,124900,125600,126100,126500,126700,126700,126600,126400,126100,125900,125700,125500,125300,125100,125000,125100,125200,125500,125900,126300,126900,127700,128600,129400,130300,131200,131800,132500,133100,133600,134100,134700,135400,136200,137100,137900,138500,138800,139000,138900,138600,138400,138100,137800,137800,137900,138100,138400,138800,139200,139700,140400,141100,141900,142800,143700,144400,144800,145200,145500,145900,146200,146700,147400,148500,149700,150900,151900,152600,153000,153000,152900,152700,152700,152700,152600,152500,152300,152300,152400,152500,152700,153200,153700,154400,155000,155500,156000,156400,156600,156700,156800,156900,157100,157400,157800,158100,158200,158000,157500,157100,156900,156900,157100,157400,157300,157100,156800,156400,156000,155700,155400,155000,154400,153500,152600,151700,150900,150400,150300,149900,149300,148800,148600,148600,148700,148700,148500,148200,147700,147500,147500,147400,147000,146500,146000,145800,145400,145000,144000,143100,142800,142200,141100,140800,141400,141700,141300,140400,140000,140100,139800,139200,138500,137500,136500,136100,135900,136100,136300,136100,135400,134500,134100,134600,135400,136500,137300,137400,137000,136500,136200,136500,136500,136400,137100,138100,138400,138400,138900,139500,140300,140500,140500,140700,141400,142500,143300,144000,144700,144900,144400,143700,143300,143400,143600,143700,143900,144100,144500,145300,146200,147300,148500,149500,150300,151300,152500,153600,154400,155400,155900,155800,155500,155900,156400,156700,156700,156800,157500,158600,159500,160400,161100,161600,161900,162500,163800,165200,166200,167000,167500,167800,168200,168600,168700,169200,170300,171800,172800,173600,174500,175400,176400,177600,179000,180100,180600
3074,Washington County,UT,Utah,"Washington County, Utah",St. George,49,53,433,190900,191000,191000,191200,191600,192500,194300,197000,200500,204500,209200,214600,220000,224800,228900,231900,234100,235700,237100,238300,239100,239400,239300,239100,238800,238800,239000,239400,239800,239900,239700,239300,238400,237300,236600,236400,236700,237400,238500,239800,241100,242400,243700,245000,245900,246000,245200,243200,239500,234200,227700,220800,214300,209000,204900,201900,199600,197800,196300,194900,193500,192600,192200,192800,194100,195800,197500,198900,199800,200200,200300,200100,199600,198800,197400,195500,193400,191100,189200,187300,185900,186300,189200,193800,200300,208900,219200,230200,240400,248600,254400,258100,259700,259500,258100,255700,252300,247700,242200,236400,231600,229000,229300,232800,239200,246900,254600,262800,272400,283900,297300,312500,328200,342700,354900,364300,371500,377200,382000,387100,392500,397900,403700,410200,416900,423600,430000,436100,442600,448800,454000,458700,462100,462500,460100,456800,453300,450400,448800,448100,447500,446100,443500,440900,438100,433700,428200,423400,419100,415000,411200,407700,404600,401300,397500,394400,392200,389200,385400,381900,378300,374900,372300,370600,367800,365800,366500,364400,358600,355200,355600,355700,355200,354100,351500,346400,341100,336900,333400,330800,329800,329500,329600,329700,329700,329300,329100,328600,327500,326100,324500,323700,324500,326300,325100,321100,318700,319400,319900,320200,321700,324400,327400,329700,330600,331500,334200,337600,340100,340800,341500,344500,348900,351900,354100,356300,356300,354000,351500,350400,350300,349500,348100,347200,346700,345900,344100,343400,344800,346400,348000,349900,351000,352200,354700,357100,360100,362700,363700,364600,367400,369500,371000,373300,375400,377300,379100,380900,382800,384900,386500,388700,391500,394100,396700,399100,400000,399700,400600,401900,402100,404700,411800,419200,423100,427100,431200,435500,439500,445100,452400,460000,463900
3168,Indian River County,FL,Florida,"Indian River County, Florida",Sebastian-Vero Beach,12,61,434,189700,190100,190200,189900,189400,188800,188200,187600,187200,186900,186400,185400,184500,183700,183300,183500,184200,185400,187000,188700,190600,192400,193800,194700,195600,196500,197200,197600,197700,197500,197100,196700,196800,197300,197800,198100,198600,199200,199900,200800,202000,203400,205000,206500,208200,210100,211600,213000,214500,216300,218400,220900,223600,226600,229800,233100,236500,240100,243600,246900,250200,253200,255900,258400,260600,262600,264700,267000,269600,272300,275000,277400,279700,281700,283600,285600,287700,290100,292800,295800,299000,302300,305700,309400,313300,317100,321000,324900,328800,333000,337500,341900,346300,350600,355200,360600,367300,375300,384900,395700,406700,417500,427800,437800,447600,457200,466000,474400,482400,489800,496300,501600,505200,507200,508000,507900,507500,507500,507500,507500,507000,505300,502000,497600,492600,488000,483800,479800,476200,473500,470800,467900,464700,461200,456900,452500,447900,443300,438500,432900,426500,419800,412000,403300,394600,386700,379500,373600,368300,363500,358600,353700,348800,344500,339800,335000,330400,325700,320900,316500,312800,310300,308800,308100,308200,306200,304900,304700,304200,303300,304200,303900,303400,301600,298500,295800,293400,290000,287300,286000,284200,281200,278800,278000,277400,276200,276300,276000,275300,276300,277900,278100,280500,285800,288900,289500,290200,292100,293300,294900,296800,299800,303400,306300,306900,307400,309100,311900,314700,317800,320700,323500,326000,327700,328900,330700,332900,334500,336500,337800,337600,338500,341500,344400,347300,350300,352200,353900,356400,359300,361900,364200,366500,369000,371900,375300,378400,380300,381200,382600,386500,389900,391500,395000,400100,402100,401400,401200,402600,404300,406500,408400,408800,408400,408800,409700,410400,411100,412600,413900,413600,416200,422900,429300,431800,433300,434100,434300,436100,439200,439800,440000,441800
1218,Monroe County,IN,Indiana,"Monroe County, Indiana",Bloomington,18,105,435,162800,162900,162900,162900,163000,163200,163500,163800,164200,164800,165400,166100,166900,167800,169000,170500,172100,173600,174600,175100,175200,174800,174000,172900,171800,170700,169900,169400,169200,169300,169700,170400,171200,172200,173100,173500,173200,172000,169800,166600,163000,159500,156400,154000,152400,151600,151500,152200,153600,155700,158400,161800,165600,169300,172600,175100,176600,177200,176900,176400,176000,175700,175300,174800,174200,173800,173900,174400,175500,176900,178400,180000,181500,182700,183800,184600,185300,186000,186600,187200,187900,188600,189400,190300,191400,192800,194500,196500,198500,200300,201800,203200,204500,205700,206800,207800,208700,209200,209600,209900,210200,210500,210900,211300,211500,211400,211100,210600,210200,210100,210300,210800,211200,211700,212200,212500,212800,213100,213400,213800,214100,214300,214200,213500,212600,211800,211400,211400,211700,212000,212300,212800,213600,214600,215600,216100,216000,215500,214800,214200,214200,214700,215300,216100,217100,218100,218800,218800,218100,217200,216700,216400,216600,217100,217400,217600,218100,218500,219000,219600,220300,221600,223600,225500,225900,226100,227300,227900,226400,224600,223800,226400,231700,236500,239100,240700,241500,242100,242500,242900,243700,244400,244700,244200,243000,242300,242200,243200,244000,243300,242200,242200,242900,243500,244100,244100,243400,242500,242500,242700,242800,242900,243200,243600,244400,245400,244500,243000,243200,244500,244400,243900,243900,245000,246000,246300,245500,243800,242700,241900,241000,240400,240400,240400,241000,242300,243300,243900,245400,247000,248000,248400,248800,248700,248700,249600,251000,251700,252300,253700,255600,258100,260900,263500,265300,267000,268900,270100,270900,271600,272900,274900,277500,279800,284800,289800,290800,289900,289700,288700,289300,293200,298400,300900,302600,306100,310200,312700,314200,315900,318800,322600,325100
3164,Hampton City,VA,Virginia,"Hampton City, Virginia",Virginia Beach-Norfolk-Newport News,51,650,436,123000,122700,122500,122500,122500,122700,123000,123400,124000,124500,125100,125600,125900,126100,126000,125900,125600,125300,124900,124600,124500,124400,124500,124700,124900,125200,125500,125800,126100,126300,126500,126600,126700,126800,126900,126900,126900,127000,127100,127400,127700,128000,128400,129000,129600,130300,131000,131600,132200,132700,133100,133500,133800,134100,134400,134800,135100,135600,136200,136800,137400,137800,138200,138400,138700,139100,139800,140700,141800,143000,144300,145400,146400,147400,148100,148800,149600,150300,151100,151900,152800,153500,154400,155300,156400,157900,159600,161600,163700,166000,168600,171200,173900,176500,179100,181500,183800,186100,188700,191700,195000,198200,201400,204500,207600,210800,214100,217900,222600,227700,233100,238500,243300,247200,250300,252900,255300,257700,260100,262700,265500,267700,269500,271200,272700,274100,275400,276800,278200,279400,279800,279700,279100,277800,276300,275000,274000,273300,272800,272300,271800,270900,269500,268500,268000,267500,266900,266400,265500,264300,263200,262500,262200,261900,261000,260100,259500,258600,257200,255800,254400,253200,252400,252400,252300,252300,253000,251900,248900,247700,247700,246700,245300,243900,242400,239900,235900,232900,231800,231800,232400,232600,231800,230300,228400,226900,225800,224600,224900,226200,226300,225000,223900,222000,219700,218600,219400,220300,220500,219900,219400,217900,215600,213800,212700,212600,213600,213600,212500,212100,213100,214600,214500,213400,213800,215900,217800,218800,219700,221500,224000,225700,226400,226900,227300,227300,226700,225900,224300,222000,219900,218700,218300,218300,218500,218700,219800,221500,222500,223200,224500,226100,228200,230300,231000,230100,228900,228600,229400,230600,231700,232600,232900,232600,232400,232000,231200,231400,231300,230600,229400,229900,231800,234300,236400,238300,239300,240700,242600,243700,244200,245600,247300
494,Ector County,TX,Texas,"Ector County, Texas",Odessa,48,135,437,129800,129700,129600,129400,129200,129100,129000,129000,129200,129300,129500,129600,129600,129500,129400,129400,129300,129500,129800,130400,131400,132400,133400,134200,135000,135600,135900,136200,136400,136600,136800,136900,136900,136900,136800,136800,136800,137100,137600,138400,139200,140000,140800,141600,142400,143200,143900,144400,144700,144800,144800,144500,144100,143500,143000,142600,142300,142000,141700,141300,140800,140200,139600,139100,138700,138600,138600,138800,139200,139800,140500,140900,141200,141200,141000,140800,140500,140400,140400,140600,141100,141700,142400,143000,143300,143600,143800,144200,144600,145200,145800,146700,148000,149700,151700,153600,155400,156900,158100,159000,159700,159900,159300,157100,153100,148100,143600,140400,138800,138600,139100,139900,140500,141000,141500,142300,143400,144600,145800,146800,147900,148900,150100,151200,152100,152900,153700,154800,156100,157600,159200,160600,161800,162900,163800,164900,166400,168300,170700,173600,176800,179600,181800,183100,183500,183100,182200,181400,181200,181200,181300,181500,181800,182300,182900,183600,184200,184700,185100,185600,185900,186000,185700,185300,184700,184500,184500,184600,184900,185100,185200,185300,185700,186800,187100,186800,186100,185500,185100,185000,184500,184400,185100,186400,188000,188800,188700,188200,188200,188400,188800,189300,190000,190600,191500,191800,190600,189200,188900,189400,191100,194000,196500,197900,199700,201800,202900,202900,203200,203800,205200,208000,210300,210800,211100,212000,212400,212400,213000,214500,215700,216600,218200,220200,222000,222900,222900,224200,227000,228400,228700,229600,230500,230600,230200,229600,229600,229100,228600,229400,229900,229300,227800,225700,224100,224200,224700,224800,224600,225700,226900,224900,222000,221300,222400,223200,224300,225800,227100,227400,227100,227700,230100,233100,235600,238800,242400,246000,249900,254200,258200,261300,262800
2266,Florence County,SC,South Carolina,"Florence County, South Carolina",Florence,45,41,438,84100,84200,84200,84100,84000,83800,83600,83500,83600,83800,84100,84300,84700,85100,85800,86700,87900,89500,91400,94000,97200,101100,105400,109800,114600,119400,124000,128200,131900,134900,137100,138700,139800,140400,140500,140200,139900,139900,140300,141200,142300,143600,145100,146700,148500,150500,152300,153900,155200,156300,157200,158000,158800,159500,160300,161000,161700,162400,163100,163500,163700,163500,163000,162100,160900,159600,158200,157100,156200,155800,155800,156200,156900,157700,158700,159700,160600,161400,162200,162800,163500,164000,164500,165000,165600,166300,167100,168000,169000,170300,171600,172600,173400,173900,174200,174400,174600,175000,175600,176500,177500,178600,179700,180600,181200,181700,181900,182000,182000,182100,182200,182400,182700,183200,184000,185300,186800,188500,190300,192300,194400,196300,198000,199800,201500,203200,204900,206400,207900,209100,209800,210400,210800,210700,210200,209400,208500,207500,206300,205000,204100,203400,203100,203100,203300,203400,203500,203700,203700,203400,203200,202900,202800,202800,202800,203000,203300,203200,203000,202800,202400,201700,200800,199900,198700,197900,198500,198300,196400,195400,196100,196800,196900,197100,197500,197600,197100,196400,195000,193700,193000,192700,191500,190200,189800,190000,190300,190900,192300,193200,193500,193800,194800,195600,195900,195600,195300,195200,195400,195700,195600,195100,194800,195000,195300,195800,196200,196400,197100,197600,197300,196800,196600,196900,197400,196900,195700,195100,195800,197300,198400,198100,197700,197600,197800,197700,197800,198200,199500,199500,197800,196000,195200,194600,194700,195400,196300,196500,196400,197200,198300,199500,201200,203800,206500,208600,209400,209500,209400,209100,209000,209000,208600,207600,205800,203700,201100,200500,202000,203000,203500,205400,207300,208700,209800,211000,212700,213900,213900,214100,214200,214300,214800
